r1,r2,rl
0.42222,0.22472,0.38889
0.28767,0.08333,0.28767
0.47273,0.17178,0.37576
0.24807,0.07874,0.21705
0.48322,0.25851,0.42953
0.41428,0.23188,0.37143
0.16514,0.01869,0.16514
0.61165,0.46078,0.58252
0.375,0.21127,0.36111
0.30682,0.12644,0.29546
0.33803,0.17143,0.2676
0.53745,0.28444,0.44934
0.28099,0.13445,0.28099
0.35772,0.18182,0.30894
0.15828,0.0292,0.12949
0.26549,0.09009,0.24779
0.53793,0.30769,0.44138
0.30303,0.1227,0.30303
0.57143,0.46377,0.57143
0.37576,0.23313,0.32727
0.3299,0.18948,0.30928
0.44445,0.24391,0.41546
0.34043,0.14388,0.31205
0.38621,0.11189,0.34483
0.32836,0.16667,0.32836
0.34899,0.14966,0.30872
0.34959,0.22131,0.28455
0.38744,0.21163,0.37696
0.20339,0.05172,0.20339
0.35135,0.13699,0.2973
0.28985,0.07353,0.23189
0.25226,0.14679,0.25226
0.35577,0.11651,0.26923
0.23448,0.11189,0.1931
0.43243,0.26027,0.37838
0.3849,0.15209,0.34717
0.46154,0.19689,0.36923
0.18784,0.05587,0.16574
0.52174,0.25275,0.47826
0.33898,0.19429,0.30509
0.28099,0.08403,0.23141
0.44355,0.18699,0.42742
0.36279,0.1784,0.33488
0.32258,0.16667,0.32258
0.3937,0.176,0.3937
0.34,0.10204,0.28
0.28188,0.13605,0.24161
0.20635,0.08064,0.20635
0.34783,0.17582,0.34783
0.1156,0.03509,0.09249
0.45902,0.21666,0.44262
0.45763,0.32759,0.40678
0.42696,0.18182,0.37079
0.37594,0.21374,0.34586
0.40876,0.14815,0.30657
0.39316,0.21552,0.33333
0.35,0.18644,0.35
0.5,0.30667,0.47369
0.47143,0.30435,0.42857
0.40845,0.25714,0.3662
0.45333,0.21622,0.44
0.46666,0.30508,0.41667
0.23437,0.07936,0.1875
0.26415,0.07692,0.24528
0.37736,0.23077,0.37736
0.39683,0.1129,0.36508
0.23256,0.03906,0.1938
0.38571,0.14493,0.3
0.38095,0.16551,0.2585
0.41026,0.19481,0.37179
0.44927,0.27941,0.42029
0.28571,0.10256,0.2689
0.21476,0.04082,0.18792
0.4492,0.25946,0.41711
0.24038,0.06796,0.22115
0.4878,0.30864,0.47561
0.23438,0.09524,0.17187
0.58065,0.37705,0.56452
0.44693,0.22599,0.36872
0.38462,0.18182,0.32052
0.44681,0.21739,0.40425
0.36364,0.17021,0.33566
0.41323,0.21849,0.38017
0.44094,0.224,0.31496
0.23288,0.08333,0.21918
0.25807,0.13115,0.24194
0.33613,0.10256,0.30252
0.33333,0.13684,0.29166
0.30769,0.10778,0.27219
0.44444,0.17751,0.38597
0.27586,0.0979,0.27586
0.39161,0.1844,0.30769
0.38498,0.22749,0.38498
0.36036,0.20183,0.32432
0.3871,0.24186,0.36866
0.5848,0.34319,0.52631
0.37,0.17172,0.29
0.3237,0.15205,0.30057
0.26459,0.10196,0.24124
0.41333,0.17567,0.30667
0.31472,0.14359,0.27411
0.35088,0.17751,0.33918
0.46226,0.25714,0.4434
0.575,0.43038,0.5625
0.3,0.1236,0.26667
0.55622,0.26347,0.3787
0.12844,0.05608,0.12844
0.29688,0.11111,0.29688
0.33577,0.22223,0.30657
